question1,value1,question2,value2,p_value,effect_size,test,segment,segment_valid,insight
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Going out with my family,At least once a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,0.00011488537365965627,0.315999727232527,Chi-square,gender=Boy/Male,True,At least once a week fans are 68% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Going out with my family,At least once a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing sport,Several times a week,0.04049638463046388,0.28394407349729434,Chi-square,gender=Boy/Male,True,At least once a week fans are 72% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing sports.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Taking part in an organised activity,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Several times a week,0.015028017767398762,0.4134338920699113,Chi-square,gender=Boy/Male,True,Several times a week fans are 59% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,age_group,6-9,0.0012215349863254215,0.3345780378232053,Chi-square,gender=Boy/Male,True,Everyday fans are 67% less likely to say '6-9' is their favourite when it comes to age groups.
Qe - Qe - In total how many children (aged 2-9) live in your household? Boys,1.0,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Reading,Everyday,0.039445607527426915,0.5364021557817163,Chi-square,age=3,True,1.0 fans are 46% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? readings.
Qe - Qe - In total how many children (aged 2-9) live in your household? Boys,1.0,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing/Spending time with friends,Several times a week,0.0313252399172365,0.4241463959463558,Chi-square,age=3,True,1.0 fans are 58% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing/spending time with friendss.
Qe - Qe - In total how many children (aged 2-9) live in your household? Girls,0.0,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),0.030213183669787425,0.36449509357642745,Chi-square,age=3,True,0.0 fans are 64% less likely to say 'Primarily plastic toys (no electronic component)' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
QfUK - What is your child's ethnic group?,White - Includes any White background,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Reading,Everyday,0.011540649574302148,0.6926484712766677,Chi-square,age=3,True,White - Includes any White background fans are 31% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? readings.
Qj - What is your gender?,Female,Qe - Qe - In total how many children (aged 2-9) live in your household? Girls,1.0,0.038200144663658904,0.33747023815003313,Chi-square,age=5,True,Female fans are 66% less likely to say '1.0' is their favourite when it comes to qe - qe - in total how many children (aged 2-9) live in your household? girlss.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing/Spending time with friends,Several times a week,Qh - Qh - What is your age?,35.0,0.0014385441984040713,,ANOVA,age=5,True,Several times a week fans are more likely to say '35.0' is their favourite when it comes to qh - qh - what is your age?s.
Qe - Qe - In total how many children (aged 2-9) live in your household? Boys,1.0,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing/Spending time with friends,Several times a week,0.03117128958850882,0.36052099707602026,Chi-square,age=5,True,1.0 fans are 64% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing/spending time with friendss.
Qe - Qe - In total how many children (aged 2-9) live in your household? Girls,1.0,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing app games,Several times a week,0.00410437274844528,0.5112373581455452,Chi-square,age=5,True,1.0 fans are 49% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing app gamess.
Which region of the UK do you live in?,London,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),0.0029864096153521427,0.44521494141890156,Chi-square,age=5,True,London fans are 55% less likely to say 'Primarily plastic toys (no electronic component)' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching YouTube,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,0.006014037345126365,0.4933906600598996,Chi-square,age=5,True,Everyday fans are 51% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
Which one toy can you not live without? Which one toy can your child not live without?,1,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),0.0007997609909982066,0.48609206968852275,Chi-square,age=5,True,1 fans are 51% less likely to say 'Primarily plastic toys (no electronic component)' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
Qj - What is your gender?,Female,Qh - Qh - What is your age?,35.0,0.016286936434192222,-0.5350050882409697,T-test,age=6,True,Female fans are 154% less likely to say '35.0' is their favourite when it comes to qh - qh - what is your age?s.
Qe - Qe - In total how many children (aged 2-9) live in your household? Boys,1.0,Qh - Qh - What is your age?,35.0,0.015221251417734762,,ANOVA,age=6,True,1.0 fans are more likely to say '35.0' is their favourite when it comes to qh - qh - what is your age?s.
Qe - Qe - In total how many children (aged 2-9) live in your household? Girls,1.0,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing/Spending time with friends,Everyday,0.04929285085984208,0.3544778144223963,Chi-square,age=6,True,1.0 fans are 65% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing/spending time with friendss.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family  on a streaming service,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing online games,Several times a week,0.022697910097374197,0.5178478130223895,Chi-square,age=6,True,Several times a week fans are 48% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing online gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing console games,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Reading,Everyday,0.020264488273045465,0.4924193861454399,Chi-square,age=6,True,Everyday fans are 51% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? readings.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Listening to music,Everyday,Which one toy can you not live without? Which one toy can your child not live without?,1,0.046813313583065466,0.4702699715629801,Chi-square,age=6,True,Everyday fans are 53% less likely to say '1' is their favourite when it comes to which one toy can you not live without? which one toy can your child not live without?s.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Several times a week,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),0.007415586334966466,0.41183654887463866,Chi-square,age=6,True,Several times a week fans are 59% less likely to say 'Primarily plastic toys (no electronic component)' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
Qj - What is your gender?,Female,Qe - Qe - In total how many children (aged 2-9) live in your household? Boys,1.0,0.046892625218129376,0.3672566179712309,Chi-square,age=4,True,Female fans are 63% less likely to say '1.0' is their favourite when it comes to qe - qe - in total how many children (aged 2-9) live in your household? boyss.
Qj - What is your gender?,Female,"TAG002 - Of all the activities you said you like doing, which one do you like the most? Of all the activities you said your child likes doing, which one do they like the most?",Watching YouTube,0.02930832862728795,0.6218935610096678,Chi-square,age=4,True,"Female fans are 38% less likely to say 'Watching YouTube' is their favourite when it comes to tag002 - of all the activities you said you like doing, which one do you like the most? of all the activities you said your child likes doing, which one do they like the most?s."
Qj - What is your gender?,Female,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family at the time of broadcast on television,Everyday,0.007044165766941692,0.7039570693980959,Chi-square,age=4,True,Female fans are 30% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows together as a family at the time of broadcast on televisions.
Qe - Qe - In total how many children (aged 2-9) live in your household? Boys,1.0,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching YouTube,Everyday,0.033576004680767574,0.4186018902735174,Chi-square,age=4,True,1.0 fans are 58% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching youtubes.
Qe - Qe - In total how many children (aged 2-9) live in your household? Boys,1.0,Which one toy can you not live without? Which one toy can your child not live without?,1,0.002876501081932169,0.4874901621083294,Chi-square,age=4,True,1.0 fans are 51% less likely to say '1' is their favourite when it comes to which one toy can you not live without? which one toy can your child not live without?s.
Qe - Qe - In total how many children (aged 2-9) live in your household? Girls,1.0,HHI_UK - What is your annual household income? By this we mean the total annual income of everyone who lives in your household with you.,"£20,000 - £29,999",0.03171557723990896,0.4656341396275842,Chi-square,age=4,True,"1.0 fans are 53% less likely to say '£20,000 - £29,999' is their favourite when it comes to hhi uk - what is your annual household income? by this we mean the total annual income of everyone who lives in your household with you.s."
Qe - Qe - In total how many children (aged 2-9) live in your household? Total,1.0,Which one toy can you not live without? Which one toy can your child not live without?,1,0.008378977414556898,0.5127796241495395,Chi-square,age=4,True,1.0 fans are 49% less likely to say '1' is their favourite when it comes to which one toy can you not live without? which one toy can your child not live without?s.
Qj - What is your gender?,Female,"TAG002 - Of all the activities you said you like doing, which one do you like the most? Of all the activities you said your child likes doing, which one do they like the most?",Playing console games,0.024695066153887127,0.6548775751604049,Chi-square,age=7,True,"Female fans are 35% less likely to say 'Playing console games' is their favourite when it comes to tag002 - of all the activities you said you like doing, which one do you like the most? of all the activities you said your child likes doing, which one do they like the most?s."
Which region of the UK do you live in?,London,Which one toy can you not live without? Which one toy can your child not live without?,1,0.04454804440727516,0.5734317342316816,Chi-square,age=7,True,London fans are 43% less likely to say '1' is their favourite when it comes to which one toy can you not live without? which one toy can your child not live without?s.
Qj - What is your gender?,Female,QfUK - What is your child's ethnic group?,White - Includes any White background,0.006751779035205388,0.47083236686905994,Chi-square,age=9,True,Female fans are 53% less likely to say 'White - Includes any White background' is their favourite when it comes to qfuk - what is your child's ethnic group?s.
Qj - What is your gender?,Female,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily electronic toys,0.008333861636364126,0.4990041491188929,Chi-square,age=9,True,Female fans are 50% less likely to say 'Primarily electronic toys' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family  on a streaming service,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing/Spending time with friends,Several times a week,0.047737556316923765,0.537631490007439,Chi-square,age=9,True,Several times a week fans are 46% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing/spending time with friendss.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching YouTube,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing app games,Everyday,0.018780095324523505,0.5876918424069723,Chi-square,age=9,True,Everyday fans are 41% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing app gamess.
Qe - Qe - In total how many children (aged 2-9) live in your household? Boys,0.0,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),0.008879337007197495,0.5479059740967939,Chi-square,age=2,True,0.0 fans are 45% less likely to say 'Primarily plastic toys (no electronic component)' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
Qe - Qe - In total how many children (aged 2-9) live in your household? Girls,1.0,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,0.0021591791464405682,0.6034755109428156,Chi-square,age=2,True,1.0 fans are 40% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
Qe - Qe - In total how many children (aged 2-9) live in your household? Girls,1.0,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),0.015136728769313938,0.49442397365722013,Chi-square,age=2,True,1.0 fans are 51% less likely to say 'Primarily plastic toys (no electronic component)' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
Qe - Qe - In total how many children (aged 2-9) live in your household? Total,1.0,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,0.003712751092276639,0.6975723208794504,Chi-square,age=2,True,1.0 fans are 30% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
Qj - What is your gender?,Female,Which region of the UK do you live in?,London,0.007509341449432138,0.6178042870185356,Chi-square,age=8,True,Female fans are 38% less likely to say 'London' is their favourite when it comes to which region of the uk do you live in?s.
Qj - What is your gender?,Male,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Several times a week,0.01740455015972021,0.5408404732528969,Chi-square,age=8,True,Male fans are 46% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
QfUK - What is your child's ethnic group?,White - Includes any White background,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),0.04267832238803458,0.32755897552409946,Chi-square,age=8,True,White - Includes any White background fans are 67% less likely to say 'Primarily plastic toys (no electronic component)' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
HHI_UK - What is your annual household income? By this we mean the total annual income of everyone who lives in your household with you.,"£30,000 - £39,999",TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens on a streaming service,Everyday,0.003752560481374647,0.5981399607605487,Chi-square,age=8,True,"£30,000 - £39,999 fans are 40% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows made for kids and/or teens on a streaming services."
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens on a streaming service,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family at the time of broadcast on television,Several times a week,0.003182690202395374,0.6270570543822543,Chi-square,age=8,True,Everyday fans are 37% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows together as a family at the time of broadcast on televisions.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens on a streaming service,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family  on a streaming service,Several times a week,0.013346377920361065,0.5456399711165971,Chi-square,age=8,True,Everyday fans are 45% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows together as a family  on a streaming services.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens on a streaming service,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Listening to music,Everyday,0.030783912175379867,0.5381118786455044,Chi-square,age=8,True,Everyday fans are 46% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? listening to musics.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens on a streaming service,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Going out with my family,At least once a week,0.048020320260670345,0.47250517913963214,Chi-square,age=8,True,Everyday fans are 53% less likely to say 'At least once a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? going out with my families.
Which one toy can you not live without? Which one toy can your child not live without?,1,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),0.005134441501354441,0.4699958100973756,Chi-square,age=8,True,1 fans are 53% less likely to say 'Primarily plastic toys (no electronic component)' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
